Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,ISSN,ISBN,CODEN,Document Type,Publication Stage,Open Access,Source,EID
"Rosichan S.","57210580005;","Application of GIS in Mapping of Adult Literacy Outreach Programs and Potential Areas of Impact and Need",2020,"Public Library Quarterly","39","4",,"346","362",,2,"10.1080/01616846.2019.1657789","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070964884&doi=10.1080%2f01616846.2019.1657789&partnerID=40&md5=bf840889f3d1043cae1c9a6ffecd030b","Nashville Public Library Foundation, University of Tennessee, Knoxville, TN, United States","Rosichan, S., Nashville Public Library Foundation, University of Tennessee, Knoxville, TN, United States","When considering how to obtain funding for outreach services, GIS can be used to translate information about current outreach services and areas of need where services can have the most impact. Using ArcGIS Pro, census data, and data gathered by the Adult Literacy division of the Nashville Public Library, areas of impact for those at high poverty levels and without high school diplomas were compared to current library locations and locations currently served by the division. The maps show areas that present opportunities for more equity in services and can be presented to funders to garner interest in outreach services. ©, Published with license by Taylor & Francis. © Sharra Rosichan. ©, © Sharra Rosichan.","ArcGIS pro; census; data-driven decision-making; equity; GIS; grant funding; outreach services; public libraries",01616846,,,Article,"Final","",Scopus,2-s2.0-85070964884
"Berndtson M., Öström M.","55293009000;57209913833;","Library Ranking Europe: A New Tool",2020,"Public Library Quarterly","39","4",,"310","319",,1,"10.1080/01616846.2019.1641353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069036157&doi=10.1080%2f01616846.2019.1641353&partnerID=40&md5=4749a9896ae9b776b7f2b1070ee9282b","Helsinki City Library, Finland; Head of Culture, Sweden","Berndtson, M., Helsinki City Library, Finland; Öström, M., Head of Culture, Sweden","The interest to improve library services is worldwide. Standards, various kinds of assessments and customer surveys are used as tools. To be more successful in their business libraries should pay more attention to the customer experience and use qualitative methods in evaluating services. Library Ranking Europe (LRE) is a pilot project which looks at public libraries from a customer perspective. The method is mystery shopping, anonymous visits to libraries. The aim is to create a ranking system that stimulates benchmarking. The ranking system consists of different factors–categories and subcategories–which reflect library services. In the evaluation, every category is scored. The LRE scale generates a ranking system that categorizes libraries according to the scores from one to six stars, from Poor to Exceptional. The system will be developed further but after five years of testing, we find that LRE offers a relatively easy way to compare public libraries in different European countries. It even makes it possible to evaluate and compare libraries in big cities and small villages. The ultimate goal of this method is to enhance quality development. ©, Published with license by Taylor & Francis. © Maija Berndtson and Mats Öström. ©, © Maija Berndtson and Mats Öström.","Benchmarking; customer experience; customer perspective; mystery shopping; quality development; ranking; rating",01616846,,,Article,"Final","",Scopus,2-s2.0-85069036157
"Singh R., Trinchetta G.G.","57202327070;57208747107;","Community Connections: Advocating for Libraries through Effective Brand Advocacy",2020,"Public Library Quarterly","39","4",,"295","309",,3,"10.1080/01616846.2019.1613626","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065666057&doi=10.1080%2f01616846.2019.1613626&partnerID=40&md5=09cbe45697a4573374aa7972b5b2835c","Division of Library and Information Science, St. John‘s UniversityNY, United States","Singh, R., Division of Library and Information Science, St. John‘s UniversityNY, United States; Trinchetta, G.G., Division of Library and Information Science, St. John‘s UniversityNY, United States","Information professionals strive to understand the needs of communities in order to discover ways to connect and engage them in library resources and services. Positive word-of-mouth communication remains one of the most powerful tools used to develop mutually rewarding connections with the community. This article argues that libraries can harness the power of brand advocacy to transform their patrons into the most enthusiastic sharers of information, or informal brand advocates. Moreover, it emphasizes how libraries can carefully build and maintain mutually rewarding community connections through effective brand advocacy by utilizing the STEPPS framework–Social Currency, Triggers, Emotion, Public, Practical Value, Stories. Each principle in this framework can help an organization to effectively spread important brand messages. While the social currency principle encourages people to talk about topics that make them appear more favorable to others, triggers provide everyday cues that remind people of the library brand. Emotion focuses on appealing to feelings and the public principle calls for initiatives that advertise the brand. Finally, practical value motivates people to spread useful information and the stories principle explains that people share their experiences through memorable narratives. The article calls for adopting a holistic approach toward brand advocacy in applying the STEPPS framework in libraries. ©, Published with license by Taylor & Francis. © Rajesh Singh and Gabriella G. Trinchetta.","Brand advocacy; community engagement; library advocacy; marketing; word of mouth",01616846,,,Article,"Final","",Scopus,2-s2.0-85065666057
"Matthews J.R.","7402836910;","Guest Editorial–The Freckle Report",2020,"Public Library Quarterly","39","3",,"187","189",,,"10.1080/01616846.2020.1737367","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080961572&doi=10.1080%2f01616846.2020.1737367&partnerID=40&md5=2ef55af2e9b78f894f9df6eb935f6006",,"Matthews, J.R.",[No abstract available],,01616846,,,Editorial,"Final","",Scopus,2-s2.0-85080961572
"Blackburn F.","43660909000;","Cultural Competence: Toward a More Robust Conceptualisation",2020,"Public Library Quarterly","39","3",,"229","245",,3,"10.1080/01616846.2019.1636750","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068661756&doi=10.1080%2f01616846.2019.1636750&partnerID=40&md5=5c48380cf321ec9d1938316b594ccecc","Australian Institute of Aboriginal and Torres Strait Islander Studies, Acton, ACT, Australia","Blackburn, F., Australian Institute of Aboriginal and Torres Strait Islander Studies, Acton, ACT, Australia","This article revisits LIS literature about cultural competence. It is not the prominent topic it was but is still considered important for addressing diversity, and is still criticized for obscuring racism and power structures in librarianship and society. Articles published in the last four years suggest, however, that library and information studies educators are teaching to engage with these issues. The cultural competence conceptual framework, specifically the environmental domain, can be recast to incorporate engagement with race and power. This more robust framework would enable culturally competent professionals to do more than accommodate difference. ©, Published with license by Taylor & Francis. © Fiona Blackburn. ©, © Fiona Blackburn.","Aboriginal and Torres Strait Islander peoples; Cultural competence; library; power; race",01616846,,,Article,"Final","",Scopus,2-s2.0-85068661756
"W. H. Young S., Mannheimer S., Rossmann D., Swedman D., Shanks J.D.","56355155100;57195311114;8438414100;57209719261;57200319405;","Service Blueprinting: A Method for Assessing Library Technologies within an Interconnected Service Ecosystem",2020,"Public Library Quarterly","39","3",,"190","211",,2,"10.1080/01616846.2019.1637222","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068502269&doi=10.1080%2f01616846.2019.1637222&partnerID=40&md5=60f1f63db5a2da99f5c1f917316fd554","Library, Montana State University, Bozeman, MT, United States","W. H. Young, S., Library, Montana State University, Bozeman, MT, United States; Mannheimer, S., Library, Montana State University, Bozeman, MT, United States; Rossmann, D., Library, Montana State University, Bozeman, MT, United States; Swedman, D., Library, Montana State University, Bozeman, MT, United States; Shanks, J.D., Library, Montana State University, Bozeman, MT, United States","Service blueprinting is a method for designing, assessing, and improving services. This article provides a practical overview of the service blueprinting process for library technology services. We begin by outlining the recent conversation around library technologies, service design, and service blueprinting. We then detail an iterative case study for the creation process of a service blueprint, followed by a discussion of the service insights and improvements that resulted from this activity. We conclude by offering a set of recommendations for creating and analyzing service blueprints. Ultimately, the service blueprint is a useful tool for understanding the operation of a service, and for situating that service within a broader and interconnected library ecosystem. ©, Published with license by Taylor & Francis. © Scott W. H. Young, Sara Mannheimer, Doralyn Rossmann, Justin D. Shanks and David Swedman. ©, © Scott W. H. Young, Sara Mannheimer, Doralyn Rossmann, Justin D. Shanks and David Swedman.","library technology; service blueprinting; Service design; service ecosystem",01616846,,,Article,"Final","All Open Access, Green",Scopus,2-s2.0-85068502269
"Mojapelo S.M.","57191169690;","The Internet Access and Use in Public Libraries in Limpopo Province, South Africa",2020,"Public Library Quarterly","39","3",,"265","282",,6,"10.1080/01616846.2019.1622980","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067640647&doi=10.1080%2f01616846.2019.1622980&partnerID=40&md5=2a35d280d234dd505bc3c8a1d7534183","Department of Information Science, University of South Africa, Pretoria, South Africa","Mojapelo, S.M., Department of Information Science, University of South Africa, Pretoria, South Africa","Citizens, including those living in poor and developing countries, need equitable access to information daily to satisfy their diverse and multiple information needs. In this information age and information economy era, easy and instant access to information and knowledge, which are inevitabilities for socio-economic development, cannot be overemphasised. With rolling out of public libraries even in disadvantaged rural communities due to the library conditional grant in South Africa, the study is aimed at investigating factors influencing the Internet access and use in public libraries in Limpopo. The study adopted a qualitative research approach. The twenty four users of three rural, semi-rural and urban public libraries were selected through convenience sampling. A well-placed government official of the Department of Sport, Arts and Culture was purposively selected. All informants were interviewed face to face to collect data. The study found that, although public libraries studied have networked computers for the Internet access and use, there are many challenges. The officials of the relevant department need to study the recommendations of this study to ensure that the people have digital access in public libraries to mitigate the diverse socio-economic challenges they are facing to improve their lives. ©, Published with license by Taylor & Francis. © Samuel Maredi Mojapelo. ©, © Samuel Maredi Mojapelo.","Department of Arts and Culture; digital-divide; Internet access; public libraries; South Africa",01616846,,,Article,"Final","",Scopus,2-s2.0-85067640647
"Latham J.M., Force D.","35753753000;55825359700;","Who Will They Think We Were? Public Libraries and Records Retention Practices in Six Midwestern States",2020,"Public Library Quarterly","39","3",,"246","264",,,"10.1080/01616846.2019.1624484","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067597806&doi=10.1080%2f01616846.2019.1624484&partnerID=40&md5=c8dbeccda947ebe1a4559f162703d9d8","School of Information Studies, University of Wisconsin–Milwaukee, Milwaukee, WI, United States","Latham, J.M., School of Information Studies, University of Wisconsin–Milwaukee, Milwaukee, WI, United States; Force, D., School of Information Studies, University of Wisconsin–Milwaukee, Milwaukee, WI, United States","This research project investigates public records retention policies incorporated into practice in public libraries in the upper Midwest. The authors compared behaviors mandated by state legislation to practices in place based on a survey of public library administrators in the states of Wisconsin, Michigan, Iowa, Illinois, Minnesota and Indiana. The intent was not to determine actual compliance, but to elicit information about practices. While variables such as definitions of terms and standards of policies affect the interpretations of the results, the findings highlight that public librarians have an awareness about retention policies, though they vary from institution to institution. Within this article, the authors discuss these records management practices in relation to their value in the development of institutional and professional history. ©, Published with license by Taylor & Francis. © Joyce M. Latham and Donald Force. ©, © Joyce M. Latham and Donald Force.",,01616846,,,Article,"Final","",Scopus,2-s2.0-85067597806
"Pashootanizadeh M., Rafie Z.","36350332200;57317931200;","Social Media Marketing: Determining and Comparing View of Public Library Directors and Users",2020,"Public Library Quarterly","39","3",,"212","228",,2,"10.1080/01616846.2019.1622395","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067034006&doi=10.1080%2f01616846.2019.1622395&partnerID=40&md5=6dfa995cbe34a60ef93ed02e0b83e7ea","Department of Knowledge and Information Science, Faculty of Education and Psychology, University of Isfahan, Isfahan, Iran; Knowledge and Information Science, University of Isfahan, Isfahan, Iran","Pashootanizadeh, M., Department of Knowledge and Information Science, Faculty of Education and Psychology, University of Isfahan, Isfahan, Iran; Rafie, Z., Knowledge and Information Science, University of Isfahan, Isfahan, Iran","Purpose: The present study aims to determine and compare the views of directors and users of public libraries on the use of social media for the marketing of library services. Methodology: Data collection was done through two researcher-made questionnaires, one from the viewpoints of directors and one investigating the views of users. The questionnaires’ validity was done by four libraries and Information Science professionals, and the reliability was determined by the Cronbach’s alpha coefficient. The statistical population of this research is made up of all directors and users of 12 public libraries of the city of Isfahan, one of the largest cities in Iran. Findings: In users’ viewpoints, the “interaction capability” is the most important feature that social media marketing can have in libraries. From the viewpoints of the directors, “creating a true picture of the role of the library” and “informing users about library services” are among the most important reasons for the marketing of libraries in the social media. From the perspective of both groups, the Telegram is the most appropriate medium for the marketing of library services. Results: To maintain their customers and their market position, libraries need to use more exciting tools such as social media for marketing. Library directors of this study emphasized on this fact and 79.1% of users expressed interest in receiving library information through social media. Value: The findings of this study would help the library directors to better decide on the marketing of their library services in social media. Type of the study: Scientific-Research. ©, Published with license by Taylor & Francis. © Mitra Pashootanizadeh and Zahra Rafie. ©, © Mitra Pashootanizadeh and Zahra Rafie.","library directors; library users; Marketing; public library; social media",01616846,,,Article,"Final","",Scopus,2-s2.0-85067034006
"Schneider E., Cannon P.","57193415938;57192238470;","Comic Cons and Libraries: Opportunities for Patron Outreach",2020,"Public Library Quarterly","39","2",,"170","179",,1,"10.1080/01616846.2019.1648943","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079562052&doi=10.1080%2f01616846.2019.1648943&partnerID=40&md5=4ad7052bc486ded94047d0f78376d589","Park School of Communications, Ithaca College, Ithaca, NY, United States; School of Information, University of South Florida, Tampa, FL, United States","Schneider, E., Park School of Communications, Ithaca College, Ithaca, NY, United States; Cannon, P., School of Information, University of South Florida, Tampa, FL, United States","Comic books and graphic novels are a common part of public library collections. This research used quantitative survey methodologies to investigate the library-based behaviors and attitudes of attendees of a large metropolitan comic book convention. The intent is to provide context for librarians interested in patron outreach through comic cons. Results found that comic con attendees are library patrons, and provided clues for other types of outreach to related populations. ©, Published with license by Taylor & Francis. © Edd Schneider. ©, © Edd Schneider and Peter Cannon.","comic con; Comics; conventions; graphic novels; outreach",01616846,,,Article,"Final","",Scopus,2-s2.0-85079562052
"Crist B., Donovan C.V., Doran-Myers M., Hofschire L.","57209361238;57194640822;57209368327;6507466851;","Supporting Parents in Early Literacy through Libraries (SPELL): An Evaluation of a Multi-Site Library Project",2020,"Public Library Quarterly","39","2",,"89","101",,,"10.1080/01616846.2019.1622070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067551082&doi=10.1080%2f01616846.2019.1622070&partnerID=40&md5=f050d008e7d5d2ee7132ba05ee240467","Youth & Family Services Consultant, Colorado State Library, Denver, CO, United States; School of Education and Human Development, University of Colorado, Denver, CO, United States; Library Research Service, Colorado State Library, Denver, CO, United States","Crist, B., Youth & Family Services Consultant, Colorado State Library, Denver, CO, United States; Donovan, C.V., School of Education and Human Development, University of Colorado, Denver, CO, United States; Doran-Myers, M., Library Research Service, Colorado State Library, Denver, CO, United States; Hofschire, L., Library Research Service, Colorado State Library, Denver, CO, United States","The Supporting Parents in Early Literacy through Libraries (SPELL) project was initiated to evaluate the effectiveness of early literacy programs in libraries. Eight Colorado libraries developed and implemented year-long early literacy programs targeting parents of children ages zero to three. Pre- and post-surveys were conducted to determine the effect of these programs on the early literacy habits of participating parents. The survey results indicated that after participating in the SPELL prototype programs, respondents reported increased knowledge of and engagement in early literacy activities. ©, Published with license by Taylor & Francis. © Beth Crist, Courtney Vidacovich Donovan, Miranda Doran-Myers and Linda Hofschire. ©, © Beth Crist, Courtney Vidacovich Donovan, Miranda Doran-Myers and Linda Hofschire.","Early literacy; parent evaluation; public library",01616846,,,Article,"Final","",Scopus,2-s2.0-85067551082
"Campana K., Kociubuk J., Mills J.E.","55227636900;57209253246;57197229525;","Making Space for Storytime: The Role of the Environment in the Production of Storytime",2020,"Public Library Quarterly","39","2",,"140","156",,4,"10.1080/01616846.2019.1622396","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066985764&doi=10.1080%2f01616846.2019.1622396&partnerID=40&md5=9ebc62c19a70d208dc9d99e0ccbe1def","School of Information, Kent State University, Kent, OH, United States; Information School, University of Washington, Seattle, WA, United States","Campana, K., School of Information, Kent State University, Kent, OH, United States; Kociubuk, J., School of Information, Kent State University, Kent, OH, United States; Mills, J.E., Information School, University of Washington, Seattle, WA, United States","This article reviews the findings from Project VIEWS2, a four-year IMLS-funded study that examined the early literacy impact of public library storytimes, and provides detail on a secondary analysis of storytime spaces that was done using the Project VIEWS2 dataset. The storytimes spaces were explored by looking at the spatial quality, physical literacy environment, and seating of attendees, as these characteristics have been identified as important aspects of early childhood learning environments. Findings across these three characteristics are presented as well as implications and recommendations for more effective storytime practice and space design. ©, Published with license by Taylor & Francis. © Kathleen Campana, Jacqueline Kociubuk and J. Elizabeth Mills. ©, © Kathleen Campana, Jacqueline Kociubuk and J. Elizabeth Mills.","early childhood; early literacy; public libraries; storytime spaces; Storytimes",01616846,,,Article,"Final","",Scopus,2-s2.0-85066985764
"Perryman C.L., Jeng L.H.","25636464600;57192845965;","Changing Models of Library Education to Benefit Rural Communities",2020,"Public Library Quarterly","39","2",,"102","114",,2,"10.1080/01616846.2019.1621736","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066877977&doi=10.1080%2f01616846.2019.1621736&partnerID=40&md5=08bbff475a5e41e96421eff6a3b382c5","TLCART Co-PI, United States; TWU-wide Informatics steering group, United States","Perryman, C.L., TLCART Co-PI, United States; Jeng, L.H., TWU-wide Informatics steering group, United States","Rural libraries whose librarians have expertise in digital literacy and a deep understanding of unique communities contribute to improving quality of life for residents. However, many library education programs do not include the development of students as future leaders of community growth. In this article we describe efforts to build on prior research in the Appalachian region. Offered by Texas Woman’s University School of Library and Information Studies (TWU SLIS), a designated Hispanic-serving institution in Texas, the program extends library roles by getting librarians out into their communities, working with community leaders and residents to facilitate needed and wanted change. ©, Published with license by Taylor & Francis. © Carol Perryman and Ling Hwey Jeng. ©, © Carol Perryman and Ling Hwey Jeng.","Community informatics; library education; public libraries; rural libraries",01616846,,,Article,"Final","",Scopus,2-s2.0-85066877977
"Pikić A., Barbarić A.","8248997000;22033682400;","Public Libraries in the Eyes of the LGBTIQ Community: The Case of Croatia",2020,"Public Library Quarterly","39","2",,"115","139",,,"10.1080/01616846.2019.1621735","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066842724&doi=10.1080%2f01616846.2019.1621735&partnerID=40&md5=f8af58ac3d6e6768598a2ba4b234329a","Croatian Institute for Librarianship, National and University Library in Zagreb, Zagreb, Croatia; Department of Information and Communications Studies, Faculty of Humanities and Social Sciences, University of Zagreb, Zagreb, Croatia","Pikić, A., Croatian Institute for Librarianship, National and University Library in Zagreb, Zagreb, Croatia; Barbarić, A., Department of Information and Communications Studies, Faculty of Humanities and Social Sciences, University of Zagreb, Zagreb, Croatia","The achievement of social justice, which implies the development of collections and the design of services for different user groups, is an objective present in the mission of public libraries. Since the 1950s, Croatian public libraries have been continuously developing collections and services for different user communities. However, one user community has remained largely unrecognized–LGBTIQ people. Therefore, the aim of the research presented in this paper is to examine the importance of the role of public libraries in the life of the LGBTIQ community in the Republic of Croatia. With a sample of 259 respondents, information behaviors, attitudes and experiences of LGBTIQ people in relation to public libraries have been examined via an online survey. In particular, this study explored the extent to which members of public libraries differ from non-members. The obtained results should contribute to a better understanding of the information needs and behavior of members of sexual minorities and help bring this group of users closer to (Croatian) public libraries by ensuring that libraries more adequately respond to their needs. ©, Published with license by Taylor & Francis. ©, © Aleksandra Pikić and Ana Barbarić.","Croatian public libraries; information needs of LGBTIQ people; LGBTIQ non-users of public libraries; LGBTIQ users of public libraries; Public libraries",01616846,,,Article,"Final","",Scopus,2-s2.0-85066842724
"Anna N.E.V., Mannan E.F., Srirahayu D.P.","56875386100;57202090309;57201398420;","Evaluation of the Role of Society-Based Library in Empowering Surabaya City People",2020,"Public Library Quarterly","39","2",,"157","169",,,"10.1080/01616846.2019.1616271","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066062191&doi=10.1080%2f01616846.2019.1616271&partnerID=40&md5=eca2320fe0908658bb987b3abd8bf68a","Departemen Teknik, Faculty of Vocational Studies, Universitas Airlangga, Surabaya, Indonesia","Anna, N.E.V., Departemen Teknik, Faculty of Vocational Studies, Universitas Airlangga, Surabaya, Indonesia; Mannan, E.F., Departemen Teknik, Faculty of Vocational Studies, Universitas Airlangga, Surabaya, Indonesia; Srirahayu, D.P., Departemen Teknik, Faculty of Vocational Studies, Universitas Airlangga, Surabaya, Indonesia","The purpose of this research is to evaluate the role of society-based library or Taman Bacaan Masyarakat (TBM) in empowering Surabaya City people. Society-based library will be a place of Surabayans’ live-long learning according to the Law on Even Distribution of and Rights to Education. This research adopts a quantitative approach with qualitative data analysis. The sample of the research is fourteen TBMs that have an empowerment program or is near to a small and medium enterprise. Findings of the research include: (1) that TBM role in community empowerment is beginning to be noticeable in their empowerment programs such as trainings for local community, (2) that empowerment programs at TBM are conducted informally and intermittently, such as trainings of producing aromatherapy candles, beads, flannelette, and waste recycling, and (3) the TBM are constrained by shortage of collection and funding for programs. The research recommends that: community empowerment programs should be increased through TBM programs; TBM personnels should be encouraged to innovate; and collection development should be tailored with local needs. ©, Published with license by Taylor & Francis. © Nove Eka Variant Anna, Endang Fitriyah Mannan and Dyah Puspitasari Srirahayu.","empowering people; rural library; Society-based library; TBM",01616846,,,Article,"Final","All Open Access, Green",Scopus,2-s2.0-85066062191
"Matthews J.R.","7402836910;","Editorial: A Time to Celebrate",2020,"Public Library Quarterly","39","1",,"1","",,,"10.1080/01616846.2020.1703519","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077170792&doi=10.1080%2f01616846.2020.1703519&partnerID=40&md5=852c865a05fe646eedd0c50808612125",,"Matthews, J.R.",[No abstract available],,01616846,,,Editorial,"Final","All Open Access, Bronze",Scopus,2-s2.0-85077170792
"Lloyd P.","57212584333;","The Public Library as a Protective Factor: An Introduction to Library Social Work",2020,"Public Library Quarterly","39","1",,"50","63",,12,"10.1080/01616846.2019.1581872","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077169106&doi=10.1080%2f01616846.2019.1581872&partnerID=40&md5=737fbff003d48a2c288648c737a636f5","Georgetown (TX) Public Library, Georgetown, TX, United States","Lloyd, P., Georgetown (TX) Public Library, Georgetown, TX, United States","Libraries from San Francisco to Washington, D.C. are now employing or housing social workers. As this practice area grows, it is reshaping the way that libraries assist their patrons. Though the work of individual library social workers vary depending on the unique needs of their patrons and communities, there are some social work concepts that remain constant across the country. Conceiving of the library as a protective factor, particularly for vulnerable patrons, can be a helpful lens through which to view the ever changing needs of individuals and communities served by public libraries. Libraries can play a crucial role in the strengthening of their communities by partnering with local service providers and by considering ways to strengthen and expand the resources they offer to patrons. ©, Published with license by Taylor & Francis. © Patrick Lloyd.","library social work; protective factor; public library; Social work; vulnerable populations",01616846,,,Article,"Final","",Scopus,2-s2.0-85077169106
"Kaffashan Kakhki M., Rajabi M., Naji A., AsemanDoreh Y., Harati H.","57212346628;57212583001;57212589568;57212584897;57208101199;","The Effect of Job and Motivation on the Knowledge Sharing of Librarians in Public Libraries",2020,"Public Library Quarterly","39","1",,"17","36",,6,"10.1080/01616846.2019.1585218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077148969&doi=10.1080%2f01616846.2019.1585218&partnerID=40&md5=8f6294702232fc6c3b2d14481b671e1c","Knowledge and information science department, Ferdowsi University of Mashhad, Mashhad, Iran","Kaffashan Kakhki, M., Knowledge and information science department, Ferdowsi University of Mashhad, Mashhad, Iran; Rajabi, M., Knowledge and information science department, Ferdowsi University of Mashhad, Mashhad, Iran; Naji, A., Knowledge and information science department, Ferdowsi University of Mashhad, Mashhad, Iran; AsemanDoreh, Y., Knowledge and information science department, Ferdowsi University of Mashhad, Mashhad, Iran; Harati, H., Knowledge and information science department, Ferdowsi University of Mashhad, Mashhad, Iran","The present study aimed at investigating the effect of job and motivation on the knowledge sharing of librarians in public libraries. The present study was of survey type. The statistical population of this study was all librarians in public libraries of Iran and the sample included 245 subjects. Data collection tool was a questionnaire while the structured equation modeling and Lisrel software used for analyzing data. Based on research findings, this study highlighted the role of autonomy, feedback, and external motivation on the knowledge sharing behavior of the librarian. The findings of this study showed that autonomy had a mutual effect on the introjected and external motivation of librarians. Despite the lack of relationship between task identity and introjected motivation, the task identity has a direct and significant effect on their knowledge sharing behavior. In this study, the lack of relationship between feedback and external motivation of librarians was confirmed. ©, Published with license by Taylor & Francis. © Mojtaba Kaffashan Kakhki, Maryam Rajabi, Arezoo Naji, Yaser AsemanDoreh and Hadi Harati. ©, © Mojtaba Kaffashan Kakhki, Maryam Rajabi, Arezoo Naji, Yaser AsemanDoreh and Hadi Harati.","Job design; knowledge sharing; Librarians of Iran; motivation; public libraries; task identity",01616846,,,Article,"Final","",Scopus,2-s2.0-85077148969
"Heide Petersen J., Bojer Kooistra R.","57208801609;57208802676;","Rethinking Libraries in the Book Business",2020,"Public Library Quarterly","39","1",,"64","88",,2,"10.1080/01616846.2019.1604040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065838016&doi=10.1080%2f01616846.2019.1604040&partnerID=40&md5=9c4ac236e2ca5d0959ec92fad5ca2b46","Library director, Copenhagen Libraries, København, Denmark; Chief consultant at Copenhagen Libraries, København, Denmark","Heide Petersen, J., Library director, Copenhagen Libraries, København, Denmark; Bojer Kooistra, R., Chief consultant at Copenhagen Libraries, København, Denmark","Media development has changed the conditions of the public library, which now operates in an attention economy. The change to an attention economy is a challenge for the library as an institution because most aspects of the public library, from the library space to the organization of activities, are designed for a time when media were scarce and access to media was one of the most valuable services provided by the library. The changes in the media environment has resulted in increased competition for the libraries. Consequently, libraries need to adopt a market-oriented approach that, to a higher degree, incorporates user needs and preferences in the development of library services and activities. On a very general level, the market-oriented approach allows the library to not only focus on those groups of citizens that the library or its political stakeholders consider most important but also design services that are relevant for those groups. From a market-oriented perspective, the success of an organization depends on not only its ability to gauge user needs and market competition but also its ability to use that knowledge to provide superior service or develop better products–in short, to deliver superior value to its customers. The degree of market orientation in public libraries today roughly falls into one of three categories: product-oriented, sales-oriented, or market-oriented. The main focus of the product-oriented library is the collection, while the sales-oriented library focuses on promoting and selling existing library services. The market-oriented library is guided by user needs and preferences to develop library services. The transition towards market orientation requires a clear strategy and prioritization. Further, it requires a refocusing of the organization to core values and adapting the collection, activities, and services to user needs. Thus, the transition demands both changes in structure and in culture, as well as new skills for both staff and management. To operationalize the concept of market orientation, an iterative process with five distinctive phases is introduced. The five phases are organized as a process over a defined period with the following components: generation of market intelligence, knowledge sharing in the organization, selection of target groups and initiatives, development and organization, and evaluation. This five-phase model can be used as a tool to monitor and develop basic library operational procedures–such as logistics, procurement, service concepts, and collection development–in accordance with a market-oriented perspective. ©, Published with license by Taylor & Francis. © Jakob Heide Petersen and Rie Bojer Kooistra.","Change management; library development; library strategy; market orientation",01616846,,,Article,"Final","",Scopus,2-s2.0-85065838016
"Overbey T.A.","57197729422;","Food Deserts, Libraries, and Urban Communities: What Is the Connection?",2020,"Public Library Quarterly","39","1",,"37","49",,3,"10.1080/01616846.2019.1591156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063218645&doi=10.1080%2f01616846.2019.1591156&partnerID=40&md5=83b2290b0f660f3a4ecc27ee3dd4edd0","University Libraries, The Ohio State University, Columbus, OH, United States","Overbey, T.A., University Libraries, The Ohio State University, Columbus, OH, United States","What do public libraries and communities classified as food deserts have in common? This paper will share how the Cleveland Public Library addressed food security issues in Cleveland, Ohio, through collaboration with local organizations such as The Ohio State University (OSU) Extension in Cuyahoga County and the Cuyahoga County Land Bank (CCLB). Public Libraries are changing the way they serve patrons in disadvantaged communities. Librarians are beginning to share concerns about health issues of their communities. The author provides a step-by-step approach to beginning a community garden at your local public library or community property. The program will benefit groups of all ages. ©, Published with license by Taylor & Francis. © Tracey A. Overbey. ©, © Tracey A. Overbey.","Disadvantage communities; food Deserts; gardening; urban communities; urban youth",01616846,,,Article,"Final","All Open Access, Green",Scopus,2-s2.0-85063218645
"Heseltine R.","6507582926;","Toward a New Understanding of the Purpose and Practice of Public Libraries in the Twenty-First Century",2020,"Public Library Quarterly","39","1",,"2","16",,2,"10.1080/01616846.2018.1532279","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055111607&doi=10.1080%2f01616846.2018.1532279&partnerID=40&md5=fa746ccd4b2bd7ce88c233fa8e03a413","James Reckitt Library Trust, Hull, United Kingdom","Heseltine, R., James Reckitt Library Trust, Hull, United Kingdom","This paper arises from work undertaken by the James Reckitt Library Trust to chart a new direction for public libraries in Kingston upon Hull, a port city on the northeast coast of England. The paper aims to generalize a number of key aspects of the Trust’s thinking. It addresses the fundamental purpose of public libraries; presents the concept of the deconstructed library, along with its associated business model, and explores the application of the concept of deconstruction to the physical spaces that libraries occupy. ©, Published with license by Taylor & Francis. © Richard Heseltine. ©, © Richard Heseltine.","Business models; deconstructed library; library design; library futures; partnership",01616846,,,Article,"Final","",Scopus,2-s2.0-85055111607
